year,state,dem_voteshare,rep_voteshare
1994,Rhode Island,0.612711607,0.387288393
1994,South Carolina,0.42648852,0.636341003
1994,South Dakota,0.598309373,0.366282909
1994,Tennessee,0.482340937,0.547717546
1994,Texas,0.515422739,0.556841891
1994,Utah,0.428433486,0.500248836
1994,Vermont,,0.465942142
1994,Virginia,0.539204569,0.570656041
1994,Washington,0.490048219,0.506027853
1994,West Virginia,0.661398943,0.338601057
1994,Wisconsin,0.457616443,0.612312526
1994,Wyoming,0.412962482,0.532250748
1996,Alabama,0.446687633,0.534838118
1996,Alaska,0.364201968,0.59406932
1996,Arizona,0.384346299,0.59045255
1996,Arkansas,0.458123194,0.528232934
1996,California,0.496403972,0.452669824
1996,Colorado,0.408263752,0.56989808
1996,Connecticut,0.52096791,0.422675737
1996,Delaware,0.27454831,0.695485157
1996,Florida,0.458399825,0.562564298
1996,Georgia,0.467454672,0.568428444
1996,Hawaii,0.554720261,0.384467493
1996,Idaho,0.391728371,0.586993397
1996,Illinois,0.549318176,0.470466357
1996,Indiana,0.443489686,0.528358893
1996,Iowa,0.443732209,0.541290585
1996,Kansas,0.40517963,0.563598436
1996,Kentucky,0.452930749,0.590171389
1996,Louisiana,0.473062428,0.582772319
1996,Maine,0.632184061,0.352134045
1996,Maryland,0.534793762,0.464947583
1996,Massachusetts,0.657996119,0.350907373
1996,Michigan,0.525768556,0.453765265
1996,Minnesota,0.551024278,0.417943823
1996,Mississippi,0.439539413,0.539719582
1996,Missouri,0.527544091,0.39378612
1996,Montana,0.431515283,0.524137914
1996,Nebraska,0.30937561,0.681105466
1996,Nevada,0.38423469,0.553113154
1996,New Hampshire,0.450833984,0.503010164
1996,New Jersey,0.478811856,0.495508755
1996,New Mexico,0.494468,0.475897913
1996,New York,0.453831485,0.317026506
1996,North Carolina,0.451845206,0.532919707
1996,North Dakota,0.550674879,0.43224212
1996,Ohio,0.46304157,0.528154903
1996,Oklahoma,0.364769045,0.612635407
1996,Oregon,0.542668837,0.417602641
1996,Pennsylvania,0.514980413,0.472038408
1996,Rhode Island,0.668833028,0.299260861
1996,South Carolina,0.467924375,0.645856398
1996,South Dakota,0.369882086,0.576705662
1996,Tennessee,0.48031484,0.498039618
1996,Texas,0.389582735,0.417868448
1996,Utah,0.398193774,0.581952803
1996,Vermont,0.093558848,0.325948348
1996,Virginia,0.505457556,0.508020792
1996,Washington,0.519536983,0.469379251
1996,West Virginia,0.877609272,0.311133714
1996,Wisconsin,0.470778165,0.521231887
1996,Wyoming,0.408242572,0.552444722
1998,Alabama,0.495150302,0.618611745
1998,Alaska,0.345866547,0.625508285
1998,Arizona,0.405307612,0.571498736
1998,Arkansas,0.505164682,0.608905633
1998,California,0.561971741,0.461716909
1998,Colorado,0.418551519,0.561802427
1998,Connecticut,0.519202521,0.463159196
1998,Delaware,0.318209263,0.663666225
1998,Florida,0.541578947,0.642156581
1998,Georgia,0.45760072,0.63718753
1998,Hawaii,0.656566241,0.300240035
1998,Idaho,0.447138419,0.540000898
1998,Illinois,0.564329704,0.528432869
1998,Indiana,0.427269745,0.559996644
1998,Iowa,0.441280169,0.612597299
1998,Kansas,0.374256304,0.618635284
1998,Kentucky,0.415173152,0.579773438
1998,Louisiana,0.38889568,0.507443176
1998,Maine,0.676721674,0.301129168
1998,Maryland,0.545234978,0.454758224
1998,Massachusetts,0.749980623,0.315482832
1998,Michigan,0.521863691,0.481799243
1998,Minnesota,0.53465699,0.42310783
1998,Mississippi,0.583058049,0.530776908
1998,Missouri,0.50101551,0.476066349
1998,Montana,0.44359088,0.530078329
1998,Nebraska,0.300226862,0.746704591
1998,Nevada,0.49238897,0.671383084
1998,New Hampshire,0.390541341,0.598945538
1998,New Jersey,0.497041844,0.472802094
1998,New Mexico,0.458285278,0.494538769
1998,New York,0.453613763,0.341377169
1998,North Carolina,0.504943043,0.573672645
1998,North Dakota,0.56211717,0.411065913
1998,Ohio,0.472266923,0.519251448
1998,Oklahoma,0.366108114,0.626792353
1998,Oregon,0.578935156,0.442666311
1998,Pennsylvania,0.544180685,0.526178258
1998,Rhode Island,0.695362317,0.26158226
1998,South Carolina,0.518178448,0.59535459
1998,South Dakota,0.249170502,0.750829498
1998,Tennessee,0.57346485,0.628873615
1998,Texas,0.525056494,0.611952955
1998,Utah,0.372373619,0.646185932
1998,Vermont,,0.328819846
1998,Virginia,0.613295835,0.621127091
1998,Washington,0.527519741,0.495940033
1998,West Virginia,0.80640634,0.21399455
1998,Wisconsin,0.574747565,0.526043114
1998,Wyoming,0.38686366,0.57793352
2000,Alabama,0.563483233,0.690722094
2000,Alaska,0.165354072,0.695578969
2000,Arizona,0.380613868,0.583162079
2000,Arkansas,0.56160818,0.437992876
2000,California,0.537584468,0.43553074
2000,Colorado,0.47037789,0.596503317
2000,Connecticut,0.532350456,0.449709552
2000,Delaware,0.308144325,0.676395445
2000,Florida,0.545288561,0.623051314
2000,Georgia,0.414117016,0.620012977
2000,Hawaii,0.650286114,0.325755528
2000,Idaho,0.288828918,0.674982499
2000,Illinois,0.55850541,0.483330069
2000,Indiana,0.441947213,0.528831424
2000,Iowa,0.416668887,0.562193656
2000,Kansas,0.412277087,0.63305665
2000,Kentucky,0.391353266,0.574689862
2000,Louisiana,0.25055399,0.733409052
2000,Maine,0.661977854,0.318667479
2000,Maryland,0.476346211,0.444427029
2000,Massachusetts,0.719810591,0.236832126
2000,Michigan,0.535085978,0.439098106
2000,Minnesota,0.522140779,0.420254275
2000,Mississippi,0.502654291,0.475067916
2000,Missouri,0.488445207,0.488317938
2000,Montana,0.462755864,0.514999233
2000,Nebraska,0.260691788,0.712243676
2000,Nevada,0.383272565,0.564019957
2000,New Hampshire,0.429375828,0.545257702
2000,New Jersey,0.512757874,0.463206852
2000,New Mexico,0.510355498,0.466400801
2000,New York,0.439177334,0.330052145
2000,North Carolina,0.50175294,0.544933448
2000,North Dakota,0.529209754,0.445466257
2000,Ohio,0.457761528,0.51145502
2000,Oklahoma,0.362981108,0.645342823
2000,Oregon,0.548863821,0.421595248
2000,Pennsylvania,0.543298924,0.52811457
2000,Rhode Island,0.643416642,0.232788233
2000,South Carolina,0.462032164,0.552332076
2000,South Dakota,0.248826888,0.73415385
2000,Tennessee,0.55082395,0.579753647
2000,Texas,0.528930397,0.578857603
2000,Utah,0.401707273,0.562300825
2000,Vermont,0.052645695,0.183427087
2000,Virginia,0.534623507,0.603290066
2000,Washington,0.522945873,0.471452356
2000,West Virginia,0.725649799,0.484894011
2000,Wisconsin,0.473949393,0.523257261
2000,Wyoming,0.285607973,0.668111082
2002,Alabama,0.557666698,0.630032118
2002,Alaska,0.172826875,0.745131189
2002,Arizona,0.395290522,0.570932686
2002,Arkansas,0.719132242,0.530700458
2002,California,0.522859141,0.454881671
2002,Colorado,0.421922599,0.512378114
2002,Connecticut,0.514536914,0.47101765
2002,Delaware,0.26711762,0.720671614
2002,Florida,0.455909566,0.591707321
2002,Georgia,0.454996019,0.649879716
2002,Hawaii,0.645428686,0.324161629
2002,Idaho,0.340815213,0.632922081
2002,Illinois,0.537773488,0.506304738
2002,Indiana,0.421051525,0.552596275
2002,Iowa,0.447896649,0.539571528
2002,Kansas,0.418314613,0.645900059
2002,Kentucky,0.375901126,0.634101049
2002,Louisiana,0.274463539,0.286515246
2002,Maine,0.584529593,0.415470407
2002,Maryland,0.54502014,0.453803327
2002,Massachusetts,0.688472774,0.305408713
2002,Michigan,0.493201832,0.535944481
2002,Minnesota,0.524948196,0.428397939
2002,Mississippi,0.472461617,0.499998524
2002,Missouri,0.447342227,0.531897216
2002,Montana,0.326671114,0.646201116
2002,Nebraska,0.329847761,0.816499724
2002,Nevada,0.341056046,0.599976487
2002,New Hampshire,0.396680069,0.57458794
2002,New Jersey,0.513546212,0.498201817
2002,New Mexico,0.599026275,0.55739508
2002,New York,0.412096721,0.375426909
2002,North Carolina,0.502514342,0.538748987
2002,North Dakota,0.524057482,0.475942518
2002,Ohio,0.439117593,0.562236247
2002,Oklahoma,0.486405415,0.545821139
